Temperature_Mean,Turbidity,Windspeed,Percent_Bleaching
300.67,0.0287,8,50.2
300.73,0.0262,2,50.7
300.32,0.0429,8,50.9
300.38,0.0424,3,50.9
302.02,0.0954,1,51
300.38,0.0372,6,51.3
299.97,0.0432,7,51.38
299.73,0.1636,8,51.4
299.2,0.2197,4,51.53
300.38,0.0372,3,51.7
300.38,0.0631,6,51.7
301.23,0.061,8,51.8
300.38,0.0631,3,51.8
300.35,0.0477,4,51.8
300.9,0.0349,5,52
300.36,0.0643,6,52
301.3,0.0445,6,52
299.75,0.1093,3,52
300.76,0.0816,7,52
300.38,0.0631,6,52.1
300.88,0.0273,6,52.2
299.74,0.0609,7,52.2
300.78,0.041,4,52.4
300.88,0.0286,6,52.4
300.38,0.0424,6,52.4
300.87,0.028,7,52.6
300.88,0.0279,4,52.6
300.88,0.0273,6,52.6
300.46,0.0842,6,52.6
300.62,0.0335,6,52.8
300.88,0.0273,6,52.9
300.88,0.0286,6,52.9
300.81,0.0447,6,52.9
300.88,0.0279,6,52.9
301.04,0.0459,3,53
300.4,0.0443,6,53
300.43,0.0369,8,53.3
300.88,0.0279,7,53.3
300.87,0.028,5,53.3
299.75,0.0609,7,53.3
299.22,0.07,4,53.35
300.85,0.0349,5,53.6
300.78,0.041,4,53.8
300.78,0.0366,5,53.8
300.87,0.028,4,53.8
300.88,0.0273,4,53.8
300.87,0.028,5,53.8
300.88,0.0286,4,53.8
300.38,0.0452,4,53.8
300.38,0.0396,3,53.9
300.81,0.0632,6,53.9
300.92,0.0297,9,54
301.08,0.0267,5,54
300.38,0.0667,6,54.2
299.97,0.0432,7,54.3
299.85,0.0999,3,54.3
300.81,0.0406,4,54.5
300.38,0.0396,6,54.6
301.39,0.0251,3,55
299.11,0.1919,5,55
300.49,0.036,9,55
300.92,0.0297,9,55
300.44,0.0596,7,55
301.71,0.0849,4,55
301.61,0.0442,4,55
301.59,0.0849,4,55
298.40,0.0458,4,55
300.88,0.0273,6,55
300.86,0.0287,4,55
299.83,0.1491,3,55
300.4,0.0386,9,55
300.88,0.0273,7,55.2
300.88,0.0286,6,55.6
300.88,0.0273,4,55.6
300.81,0.0447,3,55.6
300.83,0.0401,3,55.6
300.42,0.0667,6,55.6
300.38,0.0631,6,55.6
300.78,0.041,4,55.9
301.11,0.0379,3,56
300.40,0.0324,6,56
300.88,0.0273,6,56
300.49,0.0928,6,56
300.4,0.0386,9,56
300.87,0.028,7,56.3
300.81,0.0447,5,56.3
299.8,0.1711,7,56.3
300.88,0.0286,6,56.4
300.38,0.0424,6,56.4
301.68,0.0531,6,56.45
299.83,0.0444,6,56.5
300.65,0.0295,8,56.6
300.49,0.0928,6,56.7
300.88,0.0273,6,56.8
300.41,0.0501,6,56.8
300.4,0.0353,4,56.8
300.97,0.0366,9,56.9
299.83,0.0401,6,57.1
300.78,0.041,5,57.1
300.78,0.041,4,57.1
300.88,0.0286,5,57.1
300.87,0.028,5,57.1
300.87,0.028,4,57.1
300.88,0.0279,7,57.1
300.88,0.0279,4,57.1
300.88,0.0273,5,57.1
300.38,0.0631,8,57.1
299.82,0.1203,8,57.1
300.38,0.0631,6,57.1
300.38,0.0443,6,57.2
300.4,0.0348,4,57.4
301.39,0.0251,4,57.5
299.82,0.0532,8,57.6
300.75,0.0462,7,57.7
299.97,0.0432,7,57.8
300.41,0.043,4,57.8
299.97,0.0432,7,57.87
300.88,0.0273,6,57.9
300.88,0.0273,7,57.9
300.78,0.0392,4,57.9
300.49,0.1203,6,57.9
300.18,0.0694,5,58
300.36,0.0578,4,58
300.4,0.0353,4,58
300.34,0.0703,10,58
300.24,0.0466,6,58.1
300.88,0.0286,6,58.1
300.78,0.041,5,58.3
300.88,0.0279,4,58.3
300.76,0.0409,6,58.3
300.81,0.0447,6,58.3
300.88,0.0279,7,58.3
300.88,0.0273,4,58.3
300.88,0.0273,7,58.3
300.87,0.028,5,58.3
300.38,0.0631,8,58.3
300.51,0.0383,5,58.4
299.91,0.0608,3,58.6
300.38,0.0424,6,58.7
299.83,0.0401,6,58.8
300.76,0.0404,6,58.8
300.78,0.041,3,58.8
300.88,0.0279,4,58.8
300.38,0.0424,6,58.8
300.48,0.0352,3,59
301.07,0.0264,5,59
300.4,0.0348,4,59.1
300.62,0.0303,6,59.2
300.38,0.0424,6,59.3
300.31,0.0579,8,59.4
299.81,0.1005,4,59.4
300.3,0.0422,8,59.5
299.83,0.1636,3,59.5
299.8,0.1711,7,59.5
299.83,0.0401,6,60
300.97,0.0366,9,60
300.29,0.0499,7,60
300.31,0.0579,7,60
300.3,0.0422,7,60
300.25,0.0483,7,60
302.23,0.1265,3,60
302.05,0.0773,1,60
300.25,0.0418,7,60
300.33,0.0413,6,60
299.75,0.0729,5,60
301.07,0.0789,4,60
301,0.0686,5,60
300.19,0.0388,4,60
300.23,0.055,4,60
301.50,0.0209,5,60
302.05,0.0444,4,60
301.51,0.0252,7,60
301.55,0.0471,7,60
298.39,0.0485,4,60
300.76,0.0404,3,60
300.88,0.0273,6,60
300.88,0.0286,4,60
300.81,0.0406,4,60
300.88,0.0273,4,60
300.78,0.041,4,60
300.88,0.0286,6,60
300.83,0.0444,4,60
300.87,0.028,5,60
300.78,0.0392,4,60
300.42,0.0327,4,60
302.66,0.1136,3,60
302.34,0.0495,2,60
300.76,0.1752,3,60
300.34,0.0473,6,60
300.4,0.0353,4,60
300.36,0.0395,3,60
299.75,0.0609,7,60
300.38,0.0631,7,60
299.83,0.1636,3,60.4
300.4,0.0353,7,60.5
300.88,0.0279,6,60.9
300.36,0.0395,4,60.9
300.27,0.0326,5,61
300.37,0.0366,8,61
301.29,0.0446,6,61
300.4,0.0386,9,61
300.53,0.2584,3,61.06
299.75,0.1550,8,61.3
300.87,0.028,5,61.5
300.81,0.0447,4,61.5
300.81,0.0447,6,61.5
300.40,0.0324,7,61.8
300.88,0.0279,6,61.8
300.88,0.0273,7,61.9
300.88,0.0273,4,61.9
300.38,0.0395,7,61.9
299.89,0.0766,4,61.9
301.51,0.0258,4,62
301.09,0.0261,5,62
299.25,0.0661,5,62.05
299.86,0.0818,3,62.3
299.83,0.0444,6,62.5
299.83,0.0401,6,62.5
300.43,0.0373,7,62.5
300.87,0.0377,4,62.5
300.99,0.0326,9,62.5
300.3,0.0329,8,62.5
300.81,0.0406,5,62.5
300.87,0.028,4,62.5
300.88,0.0273,4,62.5
300.49,0.0928,6,62.5
300.38,0.0631,8,62.5
300.46,0.09,4,62.5
300.44,0.0756,4,62.5
300.38,0.0443,6,62.5
300.38,0.0372,6,62.6
300.53,0.0283,5,62.7
299.77,0.1629,4,62.7
300.46,0.0842,6,62.8
300.26,0.0481,3,63
300.27,0.0275,3,63
301,0.2687,3,63
300.99,0.0747,4,63
301.1,0.0329,2,63
301.28,0.0406,8,63
300.88,0.0286,7,63
300.85,0.0497,3,63
300.41,0.0499,4,63
300.38,0.0396,6,63
301.09,0.0261,5,63
300.78,0.0366,3,63.2
300.49,0.0928,6,63.2
299.85,0.0999,3,63.3
300.38,0.0631,6,63.4
300.76,0.0404,6,63.6
300.88,0.0279,5,63.6
300.78,0.0366,5,63.6
300.83,0.0444,3,63.6
300.88,0.0279,4,63.6
300.46,0.0842,6,63.6
299.76,0.0608,8,63.6
300.32,0.0332,7,63.8
300.58,0.0323,6,63.8
299.88,0.0745,7,63.9
301.59,0.0488,6,64
300.88,0.0273,4,64
300.88,0.0286,6,64
300.38,0.0631,6,64
299.81,0.0599,5,64.15
300.78,0.041,5,64.3
300.81,0.0406,5,64.3
300.88,0.0273,4,64.3
300.87,0.028,5,64.3
300.32,0.1082,6,64.3
299.85,0.0627,8,64.3
300.32,0.1082,6,64.6
300.81,0.0406,4,64.7
300.88,0.0273,7,64.7
300.88,0.0273,6,64.7
301.39,0.0251,4,65
297.35,0.0731,7,65
299.31,0.1889,5,65
300.99,0.0326,9,65
299.75,0.0729,5,65
301.61,0.0477,3,65
301.06,0.0645,9,65
299.41,0.0917,3,65
299.83,0.1491,3,65
300.38,0.0394,6,65.1
300.88,0.0279,6,65.2
300.88,0.0286,6,65.4
300.52,0.0307,9,65.4
300.38,0.0452,4,65.5
299.83,0.1636,3,65.6
299.91,0.0608,8,65.6
300.53,0.0283,8,65.9
301.59,0.0488,6,66
300.23,0.0753,5,66
300.41,0.0501,6,66
299.76,0.0608,8,66.1
300.38,0.0631,6,66.1
300.38,0.0396,6,66.1
300.81,0.0406,3,66.67
300.78,0.0366,4,66.67
300.81,0.0447,4,66.67
300.78,0.0366,3,66.67
300.78,0.0392,4,66.67
300.78,0.041,4,66.67
300.78,0.0395,4,66.67
300.83,0.0401,4,66.67
300.81,0.0447,5,66.67
300.81,0.0406,5,66.67
300.88,0.0273,7,66.67
300.88,0.0286,6,66.67
300.85,0.0495,6,66.67
299.83,0.0444,6,66.7
301.12,0.0373,9,66.7
300.78,0.041,4,66.7
300.88,0.0273,7,66.7
300.81,0.0406,3,66.7
300.88,0.0286,6,66.7
300.78,0.0366,3,66.7
300.81,0.0447,4,66.7
300.88,0.0273,6,66.7
300.78,0.0395,4,66.7
300.88,0.0279,4,66.7
300.81,0.0447,5,66.7
300.78,0.0392,4,66.7
300.83,0.0401,4,66.7
300.78,0.0366,4,66.7
300.46,0.0977,6,66.7
300.4,0.0386,9,66.7
300.44,0.0352,6,66.7
300.42,0.0462,6,66.7
300.42,0.0345,8,66.7
300.36,0.0395,4,66.7
300.4,0.0348,4,66.7
300.35,0.039,6,66.7
299.87,0.0889,4,66.7
299.84,0.1005,7,66.7
299.85,0.0999,8,66.7
300.42,0.0449,9,66.7
300.4,0.0334,7,66.8
299.81,0.0599,5,66.95
301.59,0.0488,6,67
300.35,0.0499,4,67
300.32,0.0332,8,67.1
301.64,0.0584,6,67.28
299.83,0.0444,6,67.9
297.1,0.1172,11,68
300.44,0.0352,6,68
300.42,0.0462,6,68
300.43,0.0623,4,68
300.78,0.1656,7,68
300.41,0.043,4,68.1
300.87,0.028,6,68.4
300.87,0.028,7,68.4
300.87,0.028,6,68.42
300.88,0.0286,4,68.75
300.88,0.0286,4,68.8
299.91,0.0565,8,68.8
300.41,0.0499,4,68.9
300.41,0.043,4,68.9
301.59,0.0488,6,69
300.38,0.0424,6,69.1
300.81,0.0406,4,69.2
300.83,0.0444,4,69.2
300.81,0.0406,4,69.23
300.83,0.0444,4,69.23
299.76,0.0608,3,69.4
299.39,0.4058,3,69.4
300.41,0.043,4,69.4
301.74,0.0523,6,69.49
300.44,0.0352,9,69.6
298.64,0.0813,7,69.94
300.79,0.0365,6,70
300.94,0.0344,9,70
302.28,0.1214,4,70
301.93,0.1346,1,70
302.12,0.1377,1,70
300.62,0.0313,10,70
299.96,0.0509,4,70
299.96,0.055,4,70
299.65,0.0685,5,70
299.6,0.0605,5,70
299.95,0.0455,5,70
299.97,0.0527,5,70
299.59,0.0527,5,70
299.66,0.0568,5,70
299.68,0.0403,5,70
298.87,0.0355,8,70
299.99,0.042,3,70
300.88,0.0273,7,70
300.81,0.0406,5,70
300.88,0.0273,4,70
301.9,0.1585,2,70
301.95,0.1201,2,70
301.95,0.1201,3,70
301.55,0.1509,3,70
299.82,0.0412,9,70
302.41,0.0685,3,70
300.43,0.0801,6,70
300.88,0.1671,4,70
300.52,0.0307,3,70
301.3,0.0445,6,70
299.7,0.1553,4,70
300.38,0.0631,6,70
300.38,0.0443,6,70
300.31,0.0579,8,70.4
300.78,0.041,5,70.59
300.78,0.041,5,70.6
299.83,0.0932,3,70.7
300.5,0.0379,9,70.9
300.33,0.0431,4,70.9
300.49,0.0466,6,71
300.43,0.043,4,71
299.92,0.0547,3,71.1
299.83,0.0444,6,71.4
300.76,0.0404,5,71.4
300.88,0.0273,6,71.4
300.38,0.0631,8,71.4
300.41,0.0499,4,71.4
300.4,0.0348,4,71.4
300.88,0.0273,6,71.43
300.81,0.0406,4,71.43
300.76,0.0404,5,71.43
300.53,0.0305,5,71.6
300.29,0.0499,8,71.6
300.40,0.0324,7,71.6
299.83,0.1636,3,71.7
299.37,0.3917,3,71.7
300.88,0.0286,7,71.88
300.88,0.0286,7,71.9
299.9,0.0527,7,72
300.38,0.0631,6,72
300.7,0.1024,7,72
300.78,0.041,5,72.2
300.88,0.0279,7,72.2
300.36,0.0415,6,72.2
300.78,0.041,5,72.22
300.73,0.0262,4,72.38
300.88,0.0273,6,72.4
300.41,0.0501,6,72.5
299.83,0.0502,3,72.6
300.87,0.028,5,72.7
300.83,0.0401,4,72.7
300.54,0.0748,6,72.7
300.36,0.0643,6,72.7
300.41,0.0359,8,72.7
300.36,0.0415,6,72.7
300.81,0.0406,3,72.73
300.78,0.041,3,72.73
300.83,0.0444,3,72.73
300.83,0.0401,4,72.73
300.42,0.1509,5,73
300.52,0.0307,3,73
300.38,0.0396,6,73
300.4,0.0386,9,73
300.78,0.041,5,73.3
300.83,0.0401,3,73.3
300.44,0.0352,6,73.3
300.78,0.041,5,73.33
300.83,0.0401,3,73.33
300.24,0.0466,6,73.5
300.41,0.0499,4,73.5
300.54,0.0748,6,73.7
300.2,0.0577,7,73.8
300.88,0.0273,4,73.9
300.88,0.0273,6,73.9
300.88,0.0273,4,73.91
300.43,0.0363,7,74
300.36,0.0415,3,74
299.75,0.1110,4,74
300.88,0.0279,7,74.07
300.88,0.0279,7,74.1
299.82,0.1570,8,74.1
300.38,0.0424,6,74.2
300.58,0.0323,6,74.3
299.85,0.0627,8,74.4
301.48,0.0284,3,75
299.77,0.2000,6,75
299.79,0.2141,6,75
299.83,0.1804,9,75
299.83,0.0401,6,75
301.12,0.0373,9,75
300.2,0.0577,8,75
301.76,0.1349,2,75
301.35,0.0219,3,75
300.65,0.0286,2,75
299.87,0.034,5,75
301.59,0.0488,6,75
298.29,0.0773,5,75
298.46,0.1501,5,75
300.78,0.0366,5,75
300.88,0.0279,7,75
300.81,0.0406,4,75
300.76,0.0404,5,75
300.76,0.0404,3,75
300.78,0.041,5,75
300.83,0.0444,4,75
300.81,0.0447,4,75
300.81,0.0447,3,75
300.88,0.0286,7,75
300.88,0.0286,5,75
301.86,0.0636,4,75
300.51,0.0501,7,75
302.03,0.0854,4,75
300.49,0.1203,6,75
300.49,0.0928,6,75
300.36,0.0643,6,75
300.42,0.0462,6,75
300.34,0.0473,6,75
300.42,0.0345,8,75
300.36,0.0415,6,75
300.44,0.0352,7,75
299.86,0.1358,2,75
299.7,0.0461,2,75
299.83,0.0547,8,75
300.47,0.0692,6,75
301,0.2687,9,75.5
301.09,0.0588,9,75.5
299.83,0.0444,6,75.8
299.84,0.1683,4,75.9
300.88,0.0273,7,76
300.42,0.0462,6,76
299.79,0.1110,7,76.1
300.38,0.0395,6,76.2
300.62,0.0303,6,76.3
300.4,0.0381,7,76.4
300.88,0.0279,6,76.47
299.31,0.1889,5,76.5
300.88,0.0279,6,76.5
300.81,0.0406,5,76.9
300.41,0.0359,9,76.9
300.44,0.0352,9,76.9
300.81,0.0406,5,76.92
301.23,0.061,8,77
300.88,0.0286,6,77.27
300.88,0.0286,6,77.3
301.06,0.0645,9,77.5
300.42,0.0327,4,77.5
300.38,0.0372,6,77.5
300.78,0.0366,4,77.78
300.78,0.041,5,77.78
300.78,0.041,3,77.78
300.81,0.0447,3,77.78
300.78,0.041,5,77.8
300.81,0.0447,3,77.8
300.78,0.0366,4,77.8
300.49,0.1203,6,77.8
300.54,0.0748,6,77.8
300.41,0.0596,7,78
301.08,0.0283,3,78
299.97,0.0502,3,78
300.38,0.0372,7,78
300.38,0.0452,4,78.1
300.4,0.0329,7,78.2
299.91,0.0608,8,78.2
300.54,0.2121,6,78.3
300.36,0.0395,4,78.3
300.88,0.0279,6,78.6
300.44,0.0352,9,78.6
300.88,0.0273,4,78.9
300.46,0.0842,6,78.9
301.59,0.0488,6,79
300.44,0.0352,6,79
299.78,0.1836,7,79
300.41,0.043,4,79.2
299.82,0.0423,6,79.3
299.85,0.0999,3,79.4
300.38,0.0452,4,79.6
301.39,0.0251,7,80
298.95,0.2306,4,80
299.12,0.1561,3,80
301.08,0.0493,4,80
301.09,0.3326,4,80
302.43,0.1117,3,80
302.23,0.1265,3,80
302.37,0.1214,4,80
301.14,0.0371,2,80
301.89,0.1267,1,80
301.76,0.1349,2,80
299.87,0.0604,5,80
302.28,0.0508,3,80
298.87,0.0355,8,80
300.81,0.0406,4,80
300.76,0.0404,5,80
300.78,0.041,5,80
300.44,0.0308,6,80
301.54,0.0568,3,80
300.52,0.1169,6,80
300.82,0.1606,3,80
300.41,0.0359,9,80
300.44,0.0352,9,80
300.42,0.0462,6,80
300.34,0.0473,6,80
300.36,0.0395,4,80
300.41,0.0351,6,80
299.88,0.0527,4,80
299.91,0.0608,3,80
299.83,0.1491,8,80
299.85,0.0999,8,80
300.42,0.0449,9,80
300.38,0.0424,6,80.1
299.76,0.0408,7,80.49
300.40,0.0323,7,80.7
300.38,0.0667,6,80.8
300.87,0.028,7,81
300.41,0.0501,6,81
300.43,0.0623,4,81
300.52,0.0307,3,81.1
301.66,0.0373,9,81.8
300.81,0.0406,5,81.8
300.83,0.0444,4,81.8
300.83,0.0401,4,81.8
300.44,0.0352,9,81.8
300.49,0.0466,6,81.8
300.34,0.0473,6,81.8
300.4,0.0348,4,81.8
300.35,0.039,6,81.8
299.83,0.1491,8,81.8
300.83,0.0444,5,81.82
300.81,0.0406,5,81.82
300.83,0.0444,4,81.82
300.83,0.0401,4,81.82
301.39,0.0251,3,82
302.23,0.0888,3,82
300.40,0.0324,7,82
301.59,0.0488,6,82
300.4,0.0348,4,82
300.42,0.0536,4,82
298.6,0.0776,7,82.29
299.82,0.0423,6,82.3
299.79,0.1110,7,82.3
300.81,0.0447,4,82.35
300.81,0.0447,4,82.4
301.1,0.0834,9,82.5
300.38,0.0631,6,82.5
300.5,0.0379,7,82.7
300.52,0.0307,3,83
300.42,0.0462,6,83
300.62,0.0367,6,83
299.22,0.07,4,83.10
300.38,0.0396,3,83.2
299.83,0.0444,6,83.3
300.81,0.0406,5,83.3
300.88,0.0279,7,83.3
300.83,0.0444,4,83.3
300.81,0.0447,4,83.3
300.78,0.0366,4,83.3
300.78,0.0366,3,83.3
300.54,0.2121,6,83.3
300.54,0.0748,6,83.3
300.41,0.0359,9,83.3
300.44,0.0352,6,83.3
300.42,0.0345,8,83.3
300.36,0.0415,6,83.3
300.78,0.0366,4,83.33
300.78,0.0366,3,83.33
300.83,0.0444,4,83.33
300.81,0.0447,4,83.33
300.81,0.0406,5,83.33
299.87,0.0369,5,83.5
299.3,0.1080,5,83.85
300.38,0.0395,6,83.9
299.87,0.1536,8,83.9
300.49,0.0466,6,84
300.38,0.0372,6,84.1
300.38,0.0396,6,84.3
300.41,0.0359,8,84.9
301.82,0.0854,1,85
301.76,0.1349,2,85
300.48,0.0429,7,85
301.59,0.0488,6,85
301.7,0.1049,6,85
301.83,0.0988,3,85
301.75,0.1068,4,85
301.77,0.0542,4,85
300.42,0.0327,6,85
302.93,0.2744,2,85
302.78,0.0936,3,85
300.54,0.0748,6,85
300.46,0.0368,7,85.1
300.40,0.0324,7,85.3
300.38,0.0321,7,85.5
300.88,0.0286,6,85.7
300.78,0.0366,5,85.7
300.88,0.0279,7,85.7
300.49,0.0928,6,85.7
300.36,0.0643,6,85.7
300.4,0.0386,9,85.7
299.73,0.1636,8,85.7
300.42,0.0449,9,85.7
300.78,0.0366,4,85.71
300.78,0.0366,5,85.71
300.88,0.0286,6,85.71
300.41,0.043,4,85.9
300.43,0.043,4,86
300.39,0.049,4,86
300.44,0.0812,6,86.7
300.4,0.0348,4,86.7
300.38,0.0396,6,86.8
299.68,0.0283,3,87
300.87,0.028,7,87
300.49,0.0466,6,87
300.69,0.0299,6,87
295.56,0.0219,4,87.5
301.1,0.0834,9,87.5
297.88,0.0414,5,87.5
300.83,0.0401,4,87.5
300.4,0.0386,9,87.5
300.41,0.0351,6,87.5
300.4,0.0334,7,87.8
300.45,0.0604,6,87.9
300.4,0.0334,7,88
300.28,0.1067,5,88
300.78,0.0366,3,88.2
300.45,0.0604,6,88.2
300.44,0.0352,6,88.2
299.83,0.0845,8,88.2
300.78,0.0366,3,88.24
300.88,0.0286,7,88.46
300.88,0.0286,7,88.5
300.38,0.0452,4,88.6
300.38,0.0396,6,88.7
300.40,0.0324,7,88.8
300.38,0.0395,6,88.8
300.78,0.0366,3,88.89
300.40,0.0323,7,88.9
300.78,0.0366,3,88.9
300.46,0.0842,6,88.9
300.43,0.0743,6,88.9
300.11,0.0362,11,88.9
300.49,0.0466,6,88.9
300.41,0.0351,6,88.9
299.83,0.1491,8,88.9
297.04,0.1235,11,89
299.68,0.1441,7,89
300.38,0.0372,6,89.2
301.8,0.2173,5,89.26
300.46,0.0842,6,89.5
300.36,0.0643,6,89.5
300.29,0.0413,4,90
300.29,0.0499,4,90
300.3,0.0422,4,90
300.26,0.0489,6,90
302.23,0.1265,3,90
302.28,0.1214,3,90
301.81,0.0866,1,90
299.71,0.0881,1,90
301.76,0.1349,2,90
300.05,0.0359,5,90
299.98,0.0704,5,90
299.83,0.035,5,90
299.98,0.0738,5,90
301.58,0.0493,3,90
303.08,0.0490,1,90
301.05,0.0277,7,90
298.40,0.0458,5,90
298.42,0.0485,5,90
300.81,0.0447,4,90
300.44,0.0308,6,90
301.28,0.0495,3,90
302.82,0.1084,3,90
302.85,0.1459,3,90
300.52,0.0307,3,90
300.44,0.0352,9,90
300.4,0.0443,6,90
300.33,0.0431,4,90.2
300.35,0.039,6,90.5
300.32,0.1082,6,90.9
300.49,0.0466,6,91
300.38,0.0396,6,91.5
300.41,0.0359,9,91.7
300.44,0.0352,9,91.7
300.41,0.0351,6,91.7
300.31,0.0435,9,91.8
301.05,0.0277,3,92
300.31,0.0434,4,92
300.41,0.0501,6,92
299.78,0.1836,7,92
300.34,0.0703,10,92
300.38,0.0395,6,92.1
299.83,0.1804,6,92.2
298.87,0.0355,8,92.5
300.35,0.039,6,92.6
300.44,0.0812,6,92.9
300.40,0.0323,7,93
300.44,0.0352,6,93
300.42,0.0462,6,93
300.46,0.0623,4,93
300.33,0.0503,4,93
300.38,0.0395,6,93.2
300.41,0.0499,4,93.6
300.44,0.0352,6,93.8
300.36,0.0415,6,93.8
300.63,0.0365,7,93.9
297.1,0.1172,11,94
300.44,0.0352,6,94
300.42,0.0462,6,94
300.31,0.0435,3,94
300.39,0.032,7,94.2
300.32,0.1082,6,94.4
300.3,0.0422,4,95
300.3,0.0422,6,95
300.29,0.0499,6,95
300.25,0.0483,6,95
302.23,0.0888,3,95
301.76,0.1349,2,95
301.05,0.0277,8,95
301.06,0.0277,3,95
300.44,0.0308,6,95
301,0.0476,3,95
301.29,0.1412,7,95
301.54,0.0479,3,95
302.56,0.0755,2,95
300.38,0.0503,4,95
300.4,0.0348,4,95.5
300.4,0.0334,7,95.6
300.38,0.0396,6,95.6
300.34,0.0473,6,95.7
299.83,0.0502,3,95.8
300.40,0.0323,7,96
301.05,0.0277,8,96
300.44,0.0352,6,96
300.38,0.0631,5,96
300.31,0.0435,3,96
300.31,0.0435,4,96
300.38,0.0631,9,96
300.38,0.0395,6,96.2
300.38,0.0372,6,96.2
297.05,0.1994,11,96.5
300.35,0.039,6,96.7
300.05,0.0365,5,97
302.25,0.0735,3,97
300.49,0.0928,6,97
300.49,0.0466,6,97
300.33,0.0431,4,97
299.21,0.1472,5,97.02
300.24,0.0466,4,97.5
300.42,0.0327,6,97.5
300.40,0.0323,7,98
301.06,0.0291,6,98
301.06,0.0277,6,98
300.44,0.0344,6,98
300.41,0.0499,6,98
300.69,0.0299,6,98.3
300.41,0.0499,4,98.4
301.02,0.0447,3,98.5
300.62,0.0303,6,98.5
300.38,0.0424,6,98.8
301.05,0.0277,6,99
292.96,0.0385,6,99
292.96,0.0385,5,99
301.01,0.0987,2,99
300.52,0.0307,3,99
301.53,0.1633,5,100
301.53,0.1633,3,100
297.04,0.1235,11,100
299.08,0.2093,4,100
298.96,0.1794,4,100
299.13,0.2677,4,100
299.14,0.1890,4,100
299.12,0.1561,3,100
301.12,0.0373,9,100
301.7,0.1002,1,100
nd,0.0801,5,100
301.08,0.0283,6,100
301.06,0.0277,6,100
301.12,0.0333,6,100
297.83,0.0341,7,100
298.31,0.0326,4,100
297.46,0.0367,11,100
298.88,0.0442,9,100
300.78,0.0366,3,100
300.81,0.0447,4,100
300.78,0.0392,4,100
300.78,0.041,4,100
300.83,0.0444,4,100
300.83,0.0401,4,100
300.81,0.0447,3,100
300.81,0.0447,5,100
300.81,0.0406,5,100
300.76,0.0409,5,100
300.76,0.0409,3,100
300.88,0.0286,4,100
300.87,0.028,4,100
300.42,0.0327,4,100
300.43,0.0344,6,100
300.44,0.0344,6,100
300.44,0.0308,6,100
301.67,0.0964,4,100
300.46,0.0842,6,100
300.54,0.2121,6,100
300.44,0.0812,6,100
300.49,0.0928,6,100
300.45,0.0604,6,100
300.49,0.1203,6,100
300.54,0.0748,6,100
300.5,0.1734,6,100
300.43,0.0801,6,100
300.42,0.0667,6,100
300.85,0.1452,3,100
300.41,0.0359,9,100
300.36,0.0586,6,100
300.4,0.0386,9,100
300.44,0.0352,6,100
300.44,0.0352,9,100
300.42,0.0462,6,100
300.49,0.0466,6,100
300.42,0.0345,8,100
300.41,0.0351,6,100
300.36,0.0415,6,100
299.83,0.0547,8,100
299.83,0.1491,8,100
298.06,0.084,5,100
299.83,0.1110,7,100
299.76,0.0818,8,100
299.73,0.1636,8,100
300.38,0.0424,6,100
299.88,0.0745,6,100
300.42,0.0449,9,100
297.35,0.0731,5,75
299.18,0.0458,2,75
299.36,0.0974,3,75
299.52,0.0755,3,75
299.61,0.0441,3,75
298.17,0.1084,6,75
298.24,0.1052,6,75
298.42,0.0773,8,75
298.42,0.0788,8,75
298.15,0.1006,6,75
298.16,0.1246,6,75
298.47,0.0966,6,75
298.47,0.0834,6,75
298.48,0.0834,6,75
298.52,0.0743,8,75
298.50,0.0669,6,75
298.56,0.0686,6,75
298.55,0.0627,7,75
298.55,0.0969,6,75
299.23,0.0832,2,75
299.23,0.0832,4,75
299.11,0.1919,4,75
298.55,0.0712,6,75
298.55,0.0783,6,75
298.59,0.1601,5,75
298.57,0.081,6,75
298.64,0.0649,6,75
298.61,0.0836,6,75
298.59,0.1354,5,75
298.64,0.0641,5,75
298.63,0.0836,6,75
298.54,0.1229,5,75
298.69,0.0557,6,75
298.68,0.0641,5,75
298.58,0.1097,5,75
298.63,0.0745,6,75
298.63,0.076,6,75
298.62,0.0916,5,75
298.66,0.0916,5,75
298.72,0.1463,5,75
298.7,0.1199,5,75
296.53,0.0950,5,75
297,0.2026,5,75
297.02,0.1238,5,75
297.08,0.1,5,75
297.08,0.1197,5,75
297.12,0.2429,5,75
297.1,0.2011,5,75
297.04,0.1235,5,75
297.01,0.0932,5,75
297.13,0.0739,6,75
297.05,0.1440,5,75
297.05,0.0932,5,75
297.05,0.1994,5,75
297.13,0.0730,6,75
297.09,0.1172,5,75
297.15,0.0681,6,75
297.09,0.0986,5,75
297.1,0.1511,5,75
297.15,0.0868,6,75
297.12,0.1101,5,75
297.12,0.1078,5,75
297.15,0.0838,5,75
297.14,0.1012,5,75
298.01,0.0602,7,75
298.11,0.0758,6,75
298.06,0.0758,6,75
298.11,0.0733,6,75
298.06,0.0807,6,75
298.31,0.0629,7,75
298.35,0.066,7,75
298.06,0.0809,6,75
298.12,0.0891,6,75
298.12,0.0885,6,75
298.12,0.0941,6,75
298.21,0.089,6,75
298.21,0.0948,6,75
298.22,0.1035,6,75
298.16,0.1035,6,75
298.16,0.1048,6,75
298.53,0.0969,6,75
298.85,0.1563,5,75
298.85,0.1469,5,75
298.84,0.0869,5,75
298.92,0.0777,6,75
298.87,0.063,7,75
298.9,0.0746,6,75
