Temperature_Mean,Turbidity,Windspeed,Percent_Bleaching
300.06,0.0863,2,2
297.18,0.1994,5,2.02
300.35,0.0502,4,2.02
300.46,0.0801,3,2.04
301.14,0.0525,6,2.04
301.15,0.0638,5,2.04
301.08,0.0705,3,2.04
301.15,0.0272,6,2.05
299.74,0.0542,5,2.07
301.01,0.0789,3,2.08
300.93,0.0384,7,2.10
299.48,0.0874,3,2.1
300.88,0.0286,4,2.1
300.85,0.0349,5,2.1
299.91,0.0608,4,2.1
300.06,0.0863,4,2.1
301.15,0.0291,6,2.17
299.9,0.0527,4,2.17
299.79,0.1306,4,2.17
300.38,0.0503,4,2.19
295.96,0.0436,4,2.2
300.86,0.0294,4,2.2
300.78,0.0349,7,2.2
299.84,0.1244,4,2.2
300.77,0.0602,2,2.22
301.13,0.0373,6,2.24
300.26,0.0576,7,2.25
299.55,0.0401,6,2.25
299.74,0.0542,5,2.26
301.13,0.0373,6,2.26
301.15,0.0412,5,2.27
300.18,0.0495,8,2.27
299.75,0.0287,4,2.30
300.78,0.0388,8,2.3
299.75,0.1584,4,2.3
299.55,0.2055,4,2.3
301.04,0.0612,2,2.31
301.05,0.0299,6,2.33
301.11,0.0258,5,2.33
301.03,0.0503,4,2.34
301.21,0.0868,5,2.35
301.09,0.0273,6,2.35
301.70,0.1399,1,2.35
301.08,0.0493,5,2.38
301.1,0.0415,6,2.38
299.85,0.0627,4,2.38
300.99,0.0326,9,2.4
299.81,0.1500,4,2.4
299.26,0.1466,4,2.5
301.47,0.0733,8,2.5
301.35,0.1048,8,2.5
300.69,0.0308,4,2.5
300.56,0.0264,4,2.5
300.78,0.0349,7,2.5
300.78,0.0388,8,2.5
301.25,0.0954,6,2.53
301.18,0.1437,6,2.53
301.35,0.029,6,2.53
301.09,0.0402,7,2.56
301.07,0.0299,6,2.60
301.07,0.0267,6,2.60
300.41,0.0359,2,2.6
299.83,0.0999,2,2.6
301.02,0.0392,6,2.63
301.03,0.0357,6,2.63
299.84,0.0527,4,2.63
301.12,0.0254,5,2.67
301.73,0.7188,2,2.7
300.37,0.056,4,2.70
297.68,0.0462,5,2.75
300.78,0.0349,8,2.8
301.11,0.0449,6,2.82
301.08,0.0279,6,2.84
300.36,0.0662,4,2.84
301.18,0.0468,5,2.86
300.19,0.1019,6,2.86
300.88,0.0286,4,2.86
301.41,0.1780,6,2.88
299.75,0.1584,4,2.88
300.88,0.0286,4,2.9
300.94,0.026,4,2.9
300.94,0.0253,4,2.9
300.81,0.1351,5,2.9
300.85,0.0305,7,2.9
299.84,0.0571,8,2.9
299.87,0.0794,3,2.9
300.38,0.0443,6,2.9
300.23,0.0753,6,2.91
299.78,0.0507,4,2.94
301.11,0.0267,6,2.96
301.24,0.033,6,2.97
299.26,0.0534,8,3
301.48,0.0271,5,3
301.48,0.0273,5,3
301.11,0.0558,4,3
301.12,0.0373,9,3
301.23,0.061,8,3
301.11,0.1159,9,3
301.74,0.0879,1,3
301.81,0.0854,1,3
300.73,0.0316,4,3
300.75,0.0316,4,3
300.75,0.0311,4,3
300.74,0.0692,8,3
300.72,0.0338,8,3
300.61,0.0345,5,3
300.85,0.0349,5,3
297.68,0.0462,5,3
299.77,0.0434,4,3
300.38,0.0631,7,3
300.11,0.0777,4,3
301.05,0.0339,6,3.01
301.07,0.0293,6,3.03
300.43,0.0715,6,3.06
300.4,0.0728,5,3.09
300.43,0.0623,4,3.09
300.78,0.0388,8,3.1
301.74,0.2417,1,3.1
299.8,0.1262,4,3.1
300.42,0.0449,6,3.1
301.89,0.0935,7,3.12
300.46,0.0801,3,3.12
301.15,0.0293,6,3.12
300.88,0.0286,4,3.2
300.86,0.0294,4,3.2
300.80,0.0290,5,3.2
299.82,0.0586,4,3.2
300.38,0.0424,3,3.2
299.77,0.0287,4,3.23
300.98,0.0274,6,3.23
301.13,0.0253,5,3.23
300.88,0.0286,4,3.23
297.68,0.0462,5,3.25
299.33,0.0738,5,3.28
299.8,0.0571,4,3.30
299.97,0.0459,5,3.3
299.78,0.0571,4,3.3
300.06,0.0863,4,3.3
299.72,0.0675,6,3.3
301.07,0.0290,6,3.33
299.33,0.0847,5,3.33
300.24,0.046,4,3.33
301.89,0.0512,7,3.39
300.33,0.084,4,3.39
300.88,0.0286,4,3.4
299.77,0.0416,5,3.4
300.12,0.0637,4,3.42
299.78,0.0507,4,3.45
300.04,0.0391,7,3.45
300.31,0.0314,7,3.45
300.24,0.0544,7,3.46
301.04,0.0318,6,3.49
296.11,0.0436,4,3.5
300.80,0.0290,5,3.5
299.76,0.0608,3,3.5
299.79,0.1110,4,3.5
299.6,0.0429,6,3.53
301.11,0.0287,6,3.55
301.42,0.1005,8,3.6
299.97,0.0432,6,3.6
300.94,0.0253,6,3.6
300.83,0.0349,7,3.6
300.78,0.0388,8,3.6
301.70,0.1399,3,3.6
300.38,0.0443,3,3.6
299.79,0.1110,3,3.6
301.11,0.1006,3,3.61
301.81,0.0853,7,3.62
301.11,0.1262,6,3.64
301.35,0.0281,6,3.64
301.84,0.0654,7,3.64
299.33,0.0738,5,3.66
301.16,0.0916,3,3.67
300.88,0.0286,4,3.7
300.88,0.0286,5,3.7
300.86,0.0294,4,3.7
300.80,0.0290,5,3.7
300.83,0.0349,7,3.7
299.83,0.0545,8,3.7
300.42,0.0345,6,3.7
300.38,0.0396,3,3.7
300.23,0.0452,7,3.70
301.45,0.2267,6,3.70
300.88,0.0286,4,3.70
300.88,0.0286,5,3.70
300.07,0.0629,4,3.70
297.68,0.0462,5,3.75
301.27,0.2157,6,3.79
300.78,0.0366,4,3.8
300.38,0.0372,3,3.8
299.75,0.1420,3,3.8
300.81,0.0632,6,3.8
300.06,0.0863,4,3.8
299.67,0.0512,6,3.85
300.78,0.0366,4,3.85
301.53,0.1050,1,3.90
301.35,0.1048,8,3.9
300.07,0.0684,7,3.9
298.86,0.0257,8,3.9
299.85,0.0545,8,3.9
299.81,0.0599,2,3.9
301.18,0.1069,6,3.92
299.89,0.1489,4,3.92
300.23,0.1889,4,3.95
300.46,0.0801,4,3.99
300.58,0.061,5,3.99
301.12,0.0373,9,4
300.97,0.0366,9,4
301.11,0.1159,9,4
300.75,0.0311,4,4
300.72,0.0304,9,4
302.54,0.1586,2,4
300.88,0.0286,4,4
302.35,0.0881,5,4
298.32,0.0467,10,4
299.75,0.0473,2,4
299.74,0.0485,4,4
296.83,0.1081,9,4
300.36,0.0395,7,4
300.41,0.0501,9,4
300.38,0.0631,7,4
300.38,0.0396,7,4
301.11,0.0249,5,4.08
299.3,0.063,5,4.08
300.23,0.1889,4,4.08
299.74,0.0478,6,4.09
301.18,0.1391,8,4.1
301.16,0.094,3,4.11
299.28,0.0937,4,4.13
300.83,0.0444,4,4.17
300.88,0.0286,4,4.17
301.53,0.1123,1,4.17
301.46,0.1702,2,4.17
301.11,0.1006,3,4.17
301.49,0.0592,8,4.2
300.88,0.0286,4,4.2
300.94,0.026,4,4.2
297.68,0.0462,5,4.2
299.83,0.1491,3,4.2
300.43,0.0328,6,4.2
300.49,0.0466,7,4.2
300.38,0.0372,3,4.2
299.75,0.053,4,4.2
300.99,0.0840,3,4.26
301.81,0.1028,7,4.27
301.28,0.1136,6,4.28
300.97,0.0366,9,4.3
300.87,0.028,5,4.3
300.43,0.0328,3,4.3
299.83,0.0547,4,4.3
299.6,0.0459,6,4.31
301.11,0.0274,6,4.31
300.57,0.0658,6,4.32
299.74,0.0428,6,4.35
300.26,0.0547,6,4.35
300.31,0.0314,7,4.35
300.87,0.028,5,4.35
301.09,0.0688,3,4.35
300.95,0.0374,3,4.35
299.92,0.0547,4,4.35
301.23,0.061,8,4.4
300.06,0.0863,5,4.4
299.42,0.0709,5,4.41
301.01,0.0789,3,4.44
301.02,0.053,2,4.47
300.88,0.0279,4,4.5
300.83,0.0444,3,4.5
300.86,0.0294,4,4.5
298.32,0.0467,9,4.5
298.36,0.0451,9,4.5
300.43,0.0328,6,4.5
299.7,0.0429,2,4.5
299.76,0.0608,4,4.5
300.83,0.0444,3,4.55
300.88,0.0279,4,4.55
299.87,0.0816,4,4.55
300.51,0.0659,6,4.56
300.80,0.0290,5,4.6
300.15,0.0744,4,4.6
297.66,0.0461,5,4.67
301.21,0.1064,6,4.69
299.8,0.1262,4,4.69
301.88,0.0935,7,4.69
300.86,0.0294,4,4.7
300.78,0.0349,8,4.7
300.80,0.0290,5,4.7
300.83,0.0349,7,4.7
299.8,0.1203,4,4.7
301.08,0.1182,6,4.76
299.7,0.1093,4,4.8
299.97,0.0432,6,4.82
299.74,0.0478,6,4.85
301.14,0.0306,6,4.88
301.47,0.0733,8,4.9
300.85,0.0305,7,4.9
300.4,0.0386,3,4.9
299.7,0.1093,4,4.9
300.23,0.0924,6,4.94
301.03,0.0353,2,4.98
301.53,0.0787,5,5
300.78,0.0363,4,5
301.12,0.0373,9,5
300.94,0.0344,9,5
301.11,0.1159,9,5
300.2,0.0577,4,5
299.72,0.1093,6,5
301.74,0.0879,1,5
302.05,0.0832,1,5
301.93,0.1346,1,5
300.75,0.0311,7,5
300.75,0.0311,4,5
300.75,0.0344,8,5
300.72,0.0338,8,5
300.76,0.0562,8,5
300.19,0.1011,6,5
299.83,0.0802,6,5
301.40,0.0235,3,5
300.31,0.032,7,5
300.79,0.0752,7,5
301.71,0.0372,4,5
301.06,0.0277,5,5
301.05,0.0277,5,5
301.08,0.0283,5,5
302.59,0.4293,1,5
303.08,0.1509,2,5
303.08,0.1414,3,5
301.54,0.0456,3,5
301.5,0.0285,3,5
300.58,0.04,7,5
300.88,0.0286,4,5
300.88,0.0286,5,5
300.83,0.0349,7,5
301.01,0.0987,5,5
300.78,0.0695,3,5
302.26,0.0502,2,5
299.79,0.1446,4,5
299.8,0.1262,4,5
299.81,0.0599,4,5
299.8,0.1014,4,5.1
300.13,0.0697,4,5.1
301.26,0.0571,6,5.10
301.19,0.0907,3,5.13
299.9,0.0527,4,5.13
301.23,0.0873,3,5.15
300.64,0.0341,7,5.19
300.78,0.0349,7,5.2
300.38,0.0631,3,5.2
299.78,0.1836,4,5.2
301,0.0365,6,5.26
300.87,0.028,4,5.26
301.23,0.1011,6,5.29
300.87,0.028,4,5.3
299.73,0.1805,3,5.3
299.85,0.1210,2,5.3
299.72,0.0684,4,5.3
301.13,0.0445,6,5.36
300.83,0.0349,7,5.4
299.75,0.053,4,5.4
300.95,0.0384,7,5.43
300.99,0.0840,3,5.43
301.29,0.0282,6,5.48
301.01,0.0743,3,5.48
299.97,0.0432,5,5.49
301.13,0.0836,3,5.49
301.42,0.023,4,5.5
301.49,0.023,4,5.5
301.57,0.0196,4,5.5
301.48,0.0269,4,5.5
301.44,0.0262,4,5.5
301.48,0.0266,4,5.5
301.5,0.0235,4,5.5
301.5,0.0271,4,5.5
301.53,0.0223,4,5.5
301.52,0.0234,4,5.5
301.51,0.0231,4,5.5
301.53,0.0231,4,5.5
301.55,0.0234,4,5.5
301.52,0.0234,5,5.5
300.8,0.1839,8,5.5
301.03,0.0763,8,5.5
300.69,0.2859,9,5.5
301.06,0.0283,8,5.5
298.84,0.0266,4,5.5
300.43,0.0328,6,5.5
299.81,0.1500,4,5.5
299.68,0.0484,6,5.56
300.88,0.0279,7,5.56
300.88,0.0286,4,5.56
301.70,0.1399,1,5.56
300.94,0.0344,9,5.6
300.88,0.0279,7,5.6
300.88,0.0286,4,5.6
300.94,0.026,7,5.6
299.82,0.1203,4,5.6
300.06,0.0863,5,5.6
300.41,0.0631,4,5.63
297.66,0.0461,5,5.67
301.13,0.0373,6,5.67
298.3,0.0469,10,5.7
300.44,0.0341,6,5.7
299.84,0.0804,4,5.71
301.15,0.0291,6,5.75
301.05,0.0595,3,5.77
301.42,0.1005,8,5.8
300.38,0.0424,3,5.8
300.38,0.0631,3,5.8
299.78,0.0411,4,5.83
299.73,0.0445,6,5.83
301.24,0.037,6,5.88
300.88,0.0279,5,5.88
300.78,0.041,5,5.88
300.87,0.028,4,5.88
299.82,0.0423,6,5.9
300.88,0.0279,5,5.9
300.87,0.028,4,5.9
300.88,0.0286,4,5.9
301.23,0.1011,6,5.92
301.12,0.0373,9,6
301.42,0.0996,8,6
301.11,0.1159,9,6
301.7,0.03,5,6
301.41,0.0301,6,6
300.03,0.0498,6,6
302.56,0.1771,2,6
299.8,0.1262,4,6
300.31,0.1469,4,6.02
301.01,0.0987,3,6.10
299.84,0.1244,6,6.1
299.89,0.1489,3,6.1
299.72,0.0684,4,6.1
300.07,0.0742,7,6.2
300.83,0.0444,4,6.25
300.81,0.0512,4,6.25
300.88,0.0279,5,6.25
299.37,0.071,5,6.25
301.83,0.1028,7,6.28
301.81,0.0853,7,6.28
299.76,0.0408,7,6.29
301.55,0.0978,5,6.3
301.11,0.0933,4,6.3
300.81,0.0512,4,6.3
300.88,0.0279,5,6.3
299.87,0.0816,8,6.3
299.75,0.0609,4,6.3
299.88,0.0641,3,6.3
299.37,0.0709,5,6.35
300.21,0.0602,4,6.35
301.79,0.0825,7,6.35
299.71,0.0459,6,6.38
301.48,0.2454,3,6.4
299.76,0.1116,4,6.4
299.78,0.0507,4,6.45
300.32,0.0323,7,6.45
300.88,0.0286,5,6.45
300.88,0.0286,5,6.5
301.9,0.1585,1,6.5
300.49,0.0928,6,6.5
299.55,0.2055,8,6.5
299.75,0.0459,4,6.5
300.13,0.0697,4,6.5
299.43,0.1586,3,6.51
300.23,0.0753,6,6.52
299.74,0.0478,6,6.54
300.85,0.0305,7,6.6
299.78,0.1262,4,6.6
299.97,0.0432,5,6.64
300.32,0.0314,7,6.67
300.87,0.028,4,6.67
300.47,0.0442,9,6.67
299.8,0.1005,4,6.67
300.94,0.0344,9,6.7
300.87,0.028,4,6.7
299.81,0.1500,4,6.7
301.29,0.0284,6,6.76
300.95,0.0574,3,6.78
301.08,0.0545,4,6.8
300.43,0.0328,6,6.8
300.88,0.0286,4,6.90
301.39,0.1048,8,6.9
300.88,0.0286,4,6.9
300.85,0.0305,7,6.9
299.72,0.0684,4,6.9
300.93,0.0384,7,6.95
299.42,0.0505,10,7
301.11,0.1159,9,7
301.82,0.0854,1,7
302.05,0.0832,1,7
300.88,0.0286,4,7
302.99,0.0444,2,7
300.38,0.0443,3,7
299.8,0.1262,4,7
299.84,0.1244,4,7
300.41,0.0631,4,7.08
300.81,0.0512,3,7.1
300.88,0.0286,4,7.1
300.80,0.0290,5,7.1
299.81,0.1066,2,7.1
299.81,0.1066,3,7.1
299.83,0.1636,4,7.1
301.44,0.0407,6,7.14
300.78,0.0395,4,7.14
300.81,0.0512,3,7.14
301.16,0.1166,3,7.14
299.25,0.0822,4,7.19
299.76,0.0608,4,7.2
300.06,0.0863,4,7.2
299.46,0.0709,5,7.23
300.87,0.028,5,7.3
300.78,0.0388,8,7.3
300.87,0.028,5,7.32
299.85,0.0627,4,7.32
299.71,0.0459,6,7.34
299.82,0.0423,6,7.4
300.94,0.0253,7,7.4
300.78,0.0349,7,7.4
300.38,0.0394,6,7.4
301.15,0.0460,6,7.44
300.5,0.0379,7,7.5
301.47,0.0307,8,7.5
300.42,0.0327,4,7.5
300.9,0.0386,7,7.55
299.8,0.0583,4,7.6
299.61,0.0459,6,7.69
300.81,0.0447,3,7.69
300.81,0.0406,5,7.69
300.83,0.0444,4,7.69
300.88,0.0279,7,7.69
300.88,0.0286,4,7.69
300.99,0.0326,9,7.7
300.88,0.0279,7,7.7
300.81,0.0406,5,7.7
300.88,0.0286,4,7.7
300.88,0.0273,4,7.7
299.8,0.0938,4,7.7
299.81,0.1066,2,7.7
299.84,0.0551,4,7.7
299.72,0.0684,4,7.7
299.62,0.0445,4,7.7
301.78,0.0825,6,7.72
299.3,0.0394,4,7.78
299.73,0.0542,6,7.79
300.88,0.0286,4,7.8
302.16,0.2590,3,7.8
299.78,0.1116,4,7.8
299.7,0.1546,4,7.8
301.4,0.0301,6,7.81
301.47,0.0733,8,7.9
300.94,0.026,6,7.9
300.80,0.0290,5,7.9
299.81,0.0938,4,7.9
299.81,0.1500,4,7.9
299.94,0.0514,5,7.99
299.89,0.0444,5,8
301.12,0.0373,9,8
300.99,0.0326,9,8
301.49,0.0592,8,8
301.11,0.1159,9,8
300.73,0.0316,4,8
301.08,0.031,8,8
300.80,0.0290,5,8
300.87,0.028,5,8
300.84,0.0275,4,8
300.88,0.0286,4,8
299.91,0.0562,4,8
299.94,0.0514,6,8.03
300.86,0.0294,4,8.1
299.66,0.1805,3,8.1
300.44,0.0341,6,8.1
301.88,0.0631,7,8.11
301.8,0.0715,7,8.14
299.71,0.0459,6,8.18
300.4,0.0348,7,8.2
299.82,0.1203,2,8.2
300.67,0.0518,5,8.21
299.28,0.0399,4,8.26
300.24,0.0544,7,8.26
299.83,0.0444,6,8.3
300.88,0.0279,4,8.3
300.78,0.041,5,8.3
300.88,0.0286,4,8.3
300.88,0.0286,5,8.3
300.83,0.0444,4,8.3
299.80,0.0442,4,8.3
299.75,0.0971,4,8.3
299.73,0.1542,4,8.3
299.81,0.0599,4,8.3
300.38,0.0424,6,8.3
300.83,0.0444,4,8.33
300.78,0.0395,6,8.33
300.78,0.041,5,8.33
300.76,0.0404,6,8.33
300.88,0.0279,4,8.33
300.88,0.0286,4,8.33
300.88,0.0286,5,8.33
299.77,0.1505,6,8.39
300.97,0.0392,6,8.47
301.87,0.0431,7,8.5
300.31,0.0314,7,8.57
299.43,0.1586,3,8.59
301.49,0.0592,8,8.6
300.38,0.0424,3,8.6
299.8,0.1262,4,8.6
299.79,0.1110,4,8.6
299.83,0.0971,3,8.6
300.47,0.0442,9,8.65
299.85,0.0999,2,8.7
299.74,0.0478,6,8.79
300.31,0.1469,4,8.79
301.11,0.0933,4,8.8
300.44,0.0341,6,8.8
300.38,0.0424,6,8.8
300.31,0.032,7,8.82
301.35,0.029,6,8.82
299.74,0.0428,6,8.87
299.37,0.071,5,8.89
300.97,0.0366,9,8.9
300.38,0.0396,3,8.9
300.32,0.1058,4,8.9
299.31,0.06,5,8.93
301.12,0.0373,9,9
301.1,0.0267,5,9
300.78,0.0306,7,9
301.81,0.0853,7,9
300.84,0.0275,5,9
300.83,0.0349,7,9
299.79,0.0577,4,9
299.28,0.0404,4,9.09
300.85,0.0495,4,9.09
300.78,0.041,4,9.09
300.88,0.0279,4,9.09
300.87,0.028,4,9.09
301.53,0.1050,1,9.09
300.78,0.041,4,9.1
300.88,0.0279,4,9.1
300.87,0.028,4,9.1
300.85,0.0495,4,9.1
300.80,0.0290,5,9.1
299.85,0.1210,2,9.1
299.75,0.0473,4,9.1
300.38,0.0631,6,9.1
301.16,0.0998,3,9.20
301.15,0.0268,5,9.2
299.76,0.1542,3,9.2
301.06,0.0365,7,9.2
300.88,0.0286,4,9.3
300.44,0.0352,7,9.3
299.83,0.0845,4,9.3
300.88,0.0286,4,9.30
299.96,0.0404,7,9.32
297.66,0.0461,3,9.35
298.75,0.0813,4,9.4
299.74,0.0478,6,9.42
299.9,0.0527,4,9.5
299.75,0.1420,3,9.5
299.75,0.1550,4,9.5
299.71,0.0459,6,9.52
301.01,0.0987,3,9.59
300.44,0.0341,6,9.6
299.76,0.1542,3,9.6
301.03,0.0275,6,9.64
299.3,0.0356,4,9.68
300.80,0.0290,5,9.7
299.78,0.1836,4,9.7
299.72,0.0684,3,9.7
299.76,0.0548,4,9.7
300.87,0.0281,7,9.8
297.68,0.0505,5,9.8
300.38,0.0631,3,9.8
301.01,0.0987,3,9.89
297.59,0.0477,5,9.95
301.75,0.0387,7,10
299.47,0.0758,10,10
299.42,0.0572,10,10
299.92,0.0293,10,10
299.83,0.0392,4,10
299.72,0.0445,6,10
301.04,0.0558,4,10
301.12,0.0373,9,10
301.23,0.061,8,10
302.72,0.1459,2,10
302.83,0.2167,2,10
302.37,0.1491,2,10
302.23,0.1078,2,10
299.72,0.1093,3,10
302.16,0.0974,1,10
301.82,0.0866,1,10
300.74,0.0338,8,10
301.76,0.1349,2,10
301.28,0.0406,6,10
300.78,0.0306,3,10
299.99,0.0249,11,10
299.99,0.0234,11,10
300.99,0.0249,8,10
301.4,0.0294,5,10
295.39,0.0584,2,10
302.22,0.0556,2,10
303.05,0.1742,2,10
303.04,0.1355,3,10
303.08,0.1414,3,10
302.16,0.0387,3,10
298.26,0.0447,9,10
300.81,0.0447,4,10
300.88,0.0273,4,10
300.81,0.0406,3,10
300.88,0.0279,4,10
300.88,0.0279,5,10
300.88,0.0286,4,10
300.87,0.028,4,10
301.73,0.7188,2,10
301.36,0.0593,8,10
300.4,0.0348,5,10
300.34,0.0473,4,10
300.41,0.0323,6,10
299.77,0.1646,4,10
299.8,0.0442,7,10
300.38,0.0394,6,10
300.38,0.0424,7,10
300.38,0.0443,7,10
300.38,0.0396,7,10
301.54,0.0245,5,5.5
299.92,0.0437,9,5.5
297.35,0.0707,6,5.5
296.15,0.1116,5,5.5
298.47,0.0919,3,5.5
299.11,0.2027,5,5.5
299.23,0.0832,6,5.5
300.85,0.1833,5,5.5
299.11,0.1919,5,5.5
297.43,0.0731,14,5.5
298.53,0.0675,6,5.5
298.55,0.0627,6,5.5
297.52,0.0539,14,5.5
298.13,0.0531,15,5.5
297.96,0.079,15,5.5
298.02,0.0736,15,5.5
298.96,0.2506,5,5.5
299.2,0.0496,7,5.5
296.94,0.1047,6,5.5
297.37,0.0688,6,5.5
298.39,0.0494,7,5.5
298.25,0.0608,7,5.5
298.37,0.0709,7,5.5
298.45,0.0574,7,5.5
298.5,0.0658,7,5.5
298.6,0.0616,7,5.5
298.63,0.0519,8,5.5
298.63,0.0671,7,5.5
298.24,0.0724,7,5.5
298.69,0.0481,8,5.5
298.26,0.069,7,5.5
298.25,0.069,7,5.5
298.67,0.0571,7,5.5
298.27,0.1126,7,5.5
298.71,0.0577,8,5.5
298.72,0.054,8,5.5
298.75,0.0464,8,5.5
298.27,0.066,7,5.5
298.38,0.0591,7,5.5
298.36,0.072,8,5.5
298.35,0.0695,8,5.5
298.37,0.0703,8,5.5
298.35,0.0793,8,5.5
298.4,0.0713,8,5.5
298.35,0.1249,8,5.5
298.16,0.0783,6,5.5
298.42,0.0983,8,5.5
298.4,0.077,8,5.5
298.42,0.0905,8,5.5
298.41,0.1016,8,5.5
298.38,0.0764,6,5.5
298.38,0.0759,6,5.5
298.48,0.0697,6,5.5
298.5,0.1082,8,5.5
298.41,0.087,8,5.5
298.41,0.0891,8,5.5
298.45,0.0777,8,5.5
298.48,0.077,8,5.5
298.56,0.0837,8,5.5
298.63,0.1614,7,5.5
298.67,0.074,8,5.5
298.75,0.0739,8,5.5
298.71,0.0632,8,5.5
298.67,0.0757,8,5.5
298.83,0.0638,8,5.5
298.73,0.0742,8,5.5
298.74,0.0708,8,5.5
298.68,0.0729,8,5.5
298.68,0.0789,8,5.5
298.76,0.0708,8,5.5
298.76,0.0637,8,5.5
298.66,0.0999,7,5.5
298.7,0.0934,7,5.5
298.73,0.0916,7,5.5
298.68,0.0847,7,5.5
298.72,0.0938,7,5.5
299.09,0.2027,6,5.5
299.07,0.1384,6,5.5
299.23,0.1472,6,5.5
299.21,0.1472,6,5.5
299.15,0.1138,6,5.5
299.18,0.0484,7,5.5
299.21,0.0592,7,5.5
299.18,0.0546,7,5.5
299.33,0.0546,8,5.5
299.24,0.0822,7,5.5
299.2,0.0712,7,5.5
299.34,0.058,8,5.5
299.36,0.0387,8,5.5
299.26,0.0583,7,5.5
299.45,0.0462,8,5.5
299.26,0.0882,8,5.5
299.25,0.0745,8,5.5
299.3,0.1080,8,5.5
299.45,0.0523,8,5.5
299.46,0.0447,8,5.5
299.35,0.0749,8,5.5
299.4,0.0626,8,5.5
299.42,0.0592,8,5.5
299.35,0.0801,8,5.5
299.4,0.0765,8,5.5
299.39,0.0728,8,5.5
299.39,0.1477,8,5.5
299.38,0.0893,8,5.5
299.47,0.0812,8,5.5
299.41,0.0714,8,5.5
299.41,0.0955,8,5.5
299.51,0.0848,8,5.5
299.59,0.0447,9,5.5
299.59,0.0472,9,5.5
299.57,0.0842,8,5.5
299.56,0.0542,8,5.5
299.52,0.0632,8,5.5
299.58,0.0602,8,5.5
299.54,0.0504,8,5.5
299.54,0.0466,8,5.5
299.54,0.0493,8,5.5
299.59,0.0672,8,5.5
299.65,0.0636,8,5.5
299.65,0.0463,8,5.5
299.48,0.1134,8,5.5
299.31,0.0758,7,5.5
299.48,0.0698,8,5.5
299.48,0.0643,8,5.5
299.52,0.0637,8,5.5
299.47,0.0959,8,5.5
299.37,0.0643,8,5.5
299.63,0.059,9,5.5
299.64,0.0443,8,5.5
299.47,0.06,8,5.5
299.66,0.0737,9,5.5
299.43,0.0561,8,5.5
299.62,0.0473,9,5.5
299.48,0.059,8,5.5
299.44,0.0534,8,5.5
299.5,0.0547,8,5.5
299.61,0.0632,9,5.5
299.43,0.0731,8,5.5
299.49,0.0539,8,5.5
299.48,0.0694,8,5.5
299.43,0.0667,8,5.5
299.41,0.0636,8,5.5
299.42,0.0585,8,5.5
299.65,0.0792,9,5.5
299.45,0.1369,8,5.5
299.48,0.092,8,5.5
299.61,0.0765,9,5.5
299.47,0.1369,8,5.5
299.67,0.0537,9,5.5
299.61,0.073,9,5.5
299.44,0.0847,8,5.5
299.45,0.0833,8,5.5
299.56,0.0708,8,5.5
299.64,0.1142,7,5.5
299.98,0.0752,6,5.5
299.98,0.0889,6,5.5
299.86,0.1443,6,5.5
299.97,0.2358,6,5.5
300.06,0.2358,5,5.5
299.97,0.0784,5,5.5
300.12,0.2199,5,5.5
300.11,0.0797,5,5.5
300.12,0.0752,5,5.5
299.29,0.0666,5,5.5
299.2,0.0527,4,5.5
299.45,0.0462,5,5.5
299.21,0.0481,4,5.5
299.34,0.0749,5,5.5
298.42,0.0758,4,5.5
297.42,0.0924,6,5.5
297.39,0.0591,6,5.5
298.16,0.0688,5,5.5
298.39,0.0587,6,5.5
298.12,0.0791,5,5.5
298.17,0.0697,5,5.5
298.25,0.0687,5,5.5
298.29,0.0665,5,5.5
298.43,0.06,5,5.5
298.4,0.0617,5,5.5
298.21,0.089,5,5.5
298.16,0.1191,4,5.5
298.15,0.1246,4,5.5
298.15,0.1006,4,5.5
298.16,0.1120,4,5.5
298.47,0.0834,4,5.5
298.48,0.0697,4,5.5
298.51,0.0697,4,5.5
298.55,0.0627,4,5.5
298.61,0.0607,4,5.5
298.6,0.0776,5,5.5
298.64,0.0813,4,5.5
298.63,0.1614,5,5.5
298.73,0.0885,4,5.5
298.74,0.0772,4,5.5
298.68,0.0847,5,5.5
298.89,0.0582,4,5.5
298.87,0.063,4,5.5
298.86,0.0626,4,5.5
298.79,0.0687,4,5.5
298.81,0.0673,4,5.5
298.86,0.0988,4,5.5
299.08,0.0649,4,5.5
299.15,0.0552,5,5.5
299.14,0.0684,4,5.5
299.1,0.06,4,5.5
299.13,0.0605,4,5.5
299.18,0.0525,5,5.5
299.15,0.0679,5,5.5
299.18,0.0481,4,5.5
299.24,0.0521,5,5.5
301.48,0.0263,5,5.5
301.42,0.023,3,5.5
301.54,0.0245,3,5.5
301.45,0.0266,3,5.5
299.21,0.0592,5,5.5
299.18,0.0546,4,5.5
299.26,0.0508,5,5.5
299.33,0.0546,5,5.5
299.26,0.0583,5,5.5
299.25,0.0579,5,5.5
299.24,0.1039,5,5.5
299.26,0.0882,5,5.5
299.55,0.0401,5,5.5
299.59,0.2250,5,5.5
299.46,0.0447,5,5.5
299.4,0.1940,5,5.5
299.39,0.0569,5,5.5
299.41,0.0592,5,5.5
299.42,0.1379,5,5.5
299.35,0.0801,5,5.5
299.39,0.1626,5,5.5
299.42,0.0873,5,5.5
299.46,0.0724,5,5.5
299.48,0.0586,5,5.5
299.51,0.0848,5,5.5
299.58,0.0709,5,5.5
299.53,0.066,5,5.5
299.48,0.0678,5,5.5
